,Flag Tsunami,Year,Focal Depth,EQ Primary,Intensity,Country,Region code,Coordinates,Earthquake : Damage Description
409,0,2016,8.0,5.2,,CHINA,40.0,"32.022,95.027",LIMITED (roughly corresponding to less than $1 million)
410,0,2016,17.0,6.6,7.0,CHINA,40.0,"39.273,73.978",SEVERE (~>$5 to $24 million)
411,0,2017,14.0,5.9,,PHILIPPINES,170.0,"13.77,120.935",MODERATE (~$1 to $5 million)
413,0,2018,10.0,5.1,,CHINA,30.0,"45.279,124.557",SEVERE (~>$5 to $24 million)
414,0,2018,41.0,7.0,,USA,150.0,"61.34,-149.937",EXTREME (~$25 million or more)
418,0,-31,,7.0,,ISRAEL,140.0,"32.0,35.5",SEVERE (~>$5 to $24 million)
419,1,115,,7.5,11.0,TURKEY,140.0,"36.1,36.1",EXTREME (~$25 million or more)
421,1,365,,8.0,11.0,GREECE,130.0,"35.0,23.0",EXTREME (~$25 million or more)
422,0,525,,7.0,9.0,TURKEY,140.0,"36.25,36.1",EXTREME (~$25 million or more)
423,0,552,,,10.0,SYRIA,140.0,"36.1,37.1",SEVERE (~>$5 to $24 million)
424,0,664,,6.3,8.0,SOUTH KOREA,30.0,"35.5,129.1",SEVERE (~>$5 to $24 million)
427,0,801,,,10.0,ITALY,130.0,"41.9,12.6",EXTREME (~$25 million or more)
428,0,814,,7.0,,CHINA,30.0,"27.9,102.2",LIMITED (roughly corresponding to less than $1 million)
430,1,869,,8.6,,JAPAN,30.0,"38.5,143.8",EXTREME (~$25 million or more)
431,0,1036,,5.7,7.0,NORTH KOREA,30.0,"37.6,126.3",MODERATE (~$1 to $5 million)
433,0,1201,,,8.0,SLOVENIA,130.0,"46.4,15.3",SEVERE (~>$5 to $24 million)
435,0,1268,,,9.0,TURKEY,140.0,"39.75,39.5",SEVERE (~>$5 to $24 million)
437,0,1290,,6.8,9.0,CHINA,30.0,"41.5,119.3",SEVERE (~>$5 to $24 million)
438,0,1310,,5.5,7.0,IRAQ,140.0,"35.6,46.0",SEVERE (~>$5 to $24 million)
440,0,1455,,6.3,8.0,SOUTH KOREA,30.0,"35.9,126.5",MODERATE (~$1 to $5 million)
444,0,1581,15.0,6.4,10.0,PERU,160.0,"-14.1,-71.5",LIMITED (roughly corresponding to less than $1 million)
447,0,1622,,,6.0,SWITZERLAND,120.0,"46.8,10.3",LIMITED (roughly corresponding to less than $1 million)
448,0,1628,6.0,5.0,8.0,SLOVENIA,130.0,"46.0,15.5",MODERATE (~$1 to $5 million)
450,1,1634,,5.5,7.0,CHINA,30.0,"30.7,115.1",LIMITED (roughly corresponding to less than $1 million)
451,0,1648,,,8.0,PHILIPPINES,170.0,"15.0,121.0",SEVERE (~>$5 to $24 million)
454,1,1703,,6.7,11.0,ITALY,130.0,"42.467,13.2",SEVERE (~>$5 to $24 million)
455,1,1707,,8.4,,JAPAN,30.0,"33.2,134.8",EXTREME (~$25 million or more)
456,0,1711,,,8.0,FRANCE,120.0,"47.0,0.1",SEVERE (~>$5 to $24 million)
458,0,1722,,,9.0,GREECE,130.0,"38.7,20.6",MODERATE (~$1 to $5 million)
462,1,1749,,,9.0,PHILIPPINES,170.0,"14.002,120.993",SEVERE (~>$5 to $24 million)
464,1,1754,,6.5,,INDONESIA,170.0,"-3.5,128.5",MODERATE (~$1 to $5 million)
465,1,1755,,7.0,8.0,USA,150.0,"42.7,-70.3",MODERATE (~$1 to $5 million)
470,0,1794,,,9.0,VENEZUELA,160.0,"10.47,-64.17",MODERATE (~$1 to $5 million)
472,0,1799,10.0,6.0,9.0,UZBEKISTAN,40.0,"39.4,67.2",SEVERE (~>$5 to $24 million)
474,1,1808,,5.7,9.0,ITALY,130.0,"44.833,7.25",LIMITED (roughly corresponding to less than $1 million)
475,0,1812,,6.9,8.0,USA,150.0,"34.37,-117.65",MODERATE (~$1 to $5 million)
480,0,1844,,6.4,,IRAN,140.0,"33.6,51.4",SEVERE (~>$5 to $24 million)
481,1,1848,,7.9,,NEW ZEALAND,170.0,"-41.3,174.5",LIMITED (roughly corresponding to less than $1 million)
484,0,1854,,,9.0,FRANCE,120.0,"43.0,-0.1",MODERATE (~$1 to $5 million)
488,0,1864,,,9.0,IRAN,140.0,"38.25,48.28",SEVERE (~>$5 to $24 million)
489,0,1867,,,8.0,USA TERRITORY,90.0,"18.4,-64.3",MODERATE (~$1 to $5 million)
490,1,1868,,7.9,10.0,USA,150.0,"19.0,-155.5",LIMITED (roughly corresponding to less than $1 million)
492,0,1868,,8.0,8.0,ECUADOR,160.0,"0.81,-77.72",SEVERE (~>$5 to $24 million)
495,1,1869,30.0,7.5,8.0,CHILE,160.0,"-19.6,-70.23",LIMITED (roughly corresponding to less than $1 million)
499,0,1878,,,7.0,PHILIPPINES,170.0,"6.9,125.1",MODERATE (~$1 to $5 million)
500,0,1879,,5.7,8.0,COTE D'IVOIRE,10.0,"6.5,-3.3",MODERATE (~$1 to $5 million)
501,0,1880,,5.5,8.0,CHINA,30.0,"33.0,104.6",MODERATE (~$1 to $5 million)
502,0,1880,,,8.0,PHILIPPINES,170.0,"15.0,121.5",MODERATE (~$1 to $5 million)
506,1,1889,,6.8,8.0,PHILIPPINES,170.0,"13.5,121.0",MODERATE (~$1 to $5 million)
508,0,1892,,,8.0,PHILIPPINES,170.0,"21.0,122.0",MODERATE (~$1 to $5 million)
509,1,1892,,,6.0,INDONESIA,60.0,"2.5,99.5",MODERATE (~$1 to $5 million)
510,1,1897,33.0,8.7,9.0,PHILIPPINES,170.0,"6.0,122.0",SEVERE (~>$5 to $24 million)
511,1,1901,,6.4,8.0,USA,150.0,"36.0,-120.5",LIMITED (roughly corresponding to less than $1 million)
514,0,1904,,6.3,,TAIWAN,30.0,"23.5,120.3",MODERATE (~$1 to $5 million)
516,1,1907,,6.5,,JAMAICA,90.0,"18.2,-76.8",EXTREME (~$25 million or more)
517,0,1907,,,9.0,PHILIPPINES,170.0,"14.0,123.0",MODERATE (~$1 to $5 million)
518,0,1909,,5.8,9.0,TURKEY,140.0,"38.6,26.9",SEVERE (~>$5 to $24 million)
519,0,1909,,7.3,,TAIWAN,30.0,"25.0,121.5",LIMITED (roughly corresponding to less than $1 million)
520,1,1913,,6.7,,PANAMA,100.0,"7.1,-80.6",LIMITED (roughly corresponding to less than $1 million)
522,0,1918,,,9.0,PHILIPPINES,170.0,"20.4,121.95",MODERATE (~$1 to $5 million)
524,0,1919,,6.9,8.0,FIJI,170.0,"-16.5,180.0",MODERATE (~$1 to $5 million)
525,0,1921,,4.8,8.0,CENTRAL AFRICAN REPUBLIC,10.0,"3.8,16.3",LIMITED (roughly corresponding to less than $1 million)
528,0,1925,26.0,7.0,,CHINA,30.0,"25.7,100.4",EXTREME (~$25 million or more)
529,1,1927,0.0,7.1,7.0,USA,150.0,"57.69,-136.07",LIMITED (roughly corresponding to less than $1 million)
531,0,1929,50.0,7.4,,IRAN,140.0,"37.8,57.6",EXTREME (~$25 million or more)
532,1,1929,33.0,7.0,,CANADA,150.0,"51.0,-131.0",LIMITED (roughly corresponding to less than $1 million)
538,1,1942,60.0,8.2,9.0,PERU,160.0,"-15.0,-76.0",SEVERE (~>$5 to $24 million)
543,0,1950,,6.0,,PERU,160.0,"-13.5,-72.0",SEVERE (~>$5 to $24 million)
545,0,1951,,7.5,,TAIWAN,30.0,"22.9,121.5",MODERATE (~$1 to $5 million)
546,1,1952,45.0,8.1,9.0,JAPAN,30.0,"42.15,143.85",SEVERE (~>$5 to $24 million)
547,1,1953,30.0,7.4,9.0,PERU,160.0,"-3.4,-80.6",MODERATE (~$1 to $5 million)
548,0,1955,,5.8,,COSTA RICA,100.0,"10.0,-84.5",MODERATE (~$1 to $5 million)
549,0,1959,,5.5,8.0,FRANCE,120.0,"44.0,6.8",MODERATE (~$1 to $5 million)
550,0,1960,150.0,7.0,,PERU,160.0,"-15.0,-75.0",LIMITED (roughly corresponding to less than $1 million)
551,0,1961,16.0,,,USA,150.0,"34.0,-118.0",MODERATE (~$1 to $5 million)
552,1,1964,45.0,7.6,8.0,PAPUA NEW GUINEA,170.0,"-5.7,150.7",LIMITED (roughly corresponding to less than $1 million)
553,0,1965,10.0,5.5,,ALGERIA,15.0,"35.7,4.4",MODERATE (~$1 to $5 million)
554,0,1965,52.0,5.1,,IRAN,140.0,"37.6,47.1",SEVERE (~>$5 to $24 million)
555,0,1966,24.0,6.8,9.0,TURKEY,140.0,"39.2,41.6",SEVERE (~>$5 to $24 million)
556,0,1967,29.0,6.5,10.0,ALBANIA,130.0,"41.5,20.5",SEVERE (~>$5 to $24 million)
557,1,1969,22.0,7.8,7.0,PORTUGAL,130.0,"36.017,-10.95",MODERATE (~$1 to $5 million)
558,0,1969,33.0,6.3,,SOUTH AFRICA,10.0,"-32.9,19.7",SEVERE (~>$5 to $24 million)
559,0,1972,11.0,6.9,9.0,IRAN,140.0,"28.4,52.8",EXTREME (~$25 million or more)
560,0,1972,83.0,6.0,8.0,GREECE,130.0,"37.9,22.4",MODERATE (~$1 to $5 million)
561,1,1973,50.0,7.1,8.0,RUSSIA,50.0,"43.3,146.4",LIMITED (roughly corresponding to less than $1 million)
562,0,1975,26.0,6.7,9.0,TURKEY,140.0,"38.474,40.723",SEVERE (~>$5 to $24 million)
563,0,1976,5.0,5.1,,GUATEMALA,100.0,"14.767,-91.061",MODERATE (~$1 to $5 million)
564,0,1976,26.0,7.4,9.0,CHINA,30.0,"39.664,118.401",MODERATE (~$1 to $5 million)
565,0,1977,22.0,6.0,8.0,INDONESIA,60.0,"0.45,100.02",LIMITED (roughly corresponding to less than $1 million)
566,0,1978,10.0,5.6,7.0,GREECE,130.0,"40.759,23.268",MODERATE (~$1 to $5 million)
567,0,1978,58.0,7.0,9.0,CHILE,160.0,"-26.51,-70.54",SEVERE (~>$5 to $24 million)
568,0,1979,43.0,5.4,,INDONESIA,60.0,"-8.299,115.934",SEVERE (~>$5 to $24 million)
569,0,1979,10.0,6.9,9.0,USA,150.0,"32.634,-115.324",EXTREME (~$25 million or more)
572,0,1983,49.0,5.2,7.0,TAJIKISTAN,40.0,"38.841,70.727",SEVERE (~>$5 to $24 million)
573,0,1983,12.0,6.7,8.0,USA,150.0,"19.43,-155.454",SEVERE (~>$5 to $24 million)
574,0,1984,13.0,4.7,8.0,SERBIA,130.0,"43.314,20.957",MODERATE (~$1 to $5 million)
575,0,1985,7.0,5.0,7.0,MACEDONIA,130.0,"41.581,22.254",MODERATE (~$1 to $5 million)
576,0,1986,7.0,5.4,,EL SALVADOR,100.0,"13.827,-89.118",EXTREME (~$25 million or more)
577,1,1986,29.0,8.1,,KERMADEC ISLANDS (NEW ZEALAND),170.0,"-28.117,-176.367",LIMITED (roughly corresponding to less than $1 million)
578,0,1987,29.0,5.9,,CHINA,40.0,"41.529,79.318",MODERATE (~$1 to $5 million)
580,0,1990,17.0,5.7,8.0,COSTA RICA,100.0,"9.869,-84.302",SEVERE (~>$5 to $24 million)
582,0,1992,23.0,7.0,,CUBA,90.0,"19.613,-77.872",MODERATE (~$1 to $5 million)
583,0,1992,27.0,7.5,9.0,KYRGYZSTAN,40.0,"42.142,73.575",EXTREME (~$25 million or more)
584,0,1994,14.0,6.2,,UGANDA,10.0,"0.593,30.037",EXTREME (~$25 million or more)
585,1,1994,10.0,7.0,6.0,USA,150.0,"40.402,-125.68",LIMITED (roughly corresponding to less than $1 million)
586,1,1995,14.0,6.6,8.0,GREECE,130.0,"40.149,21.695",EXTREME (~$25 million or more)
588,0,1997,10.0,6.1,7.0,IRAN,140.0,"38.075,48.05",EXTREME (~$25 million or more)
589,0,1997,10.0,5.9,,IRAN,140.0,"33.938,59.475",MODERATE (~$1 to $5 million)
591,0,2002,11.0,6.7,,PAPUA NEW GUINEA,170.0,"-3.212,142.427",MODERATE (~$1 to $5 million)
593,0,2002,10.0,6.5,8.0,IRAN,140.0,"35.626,49.047",EXTREME (~$25 million or more)
594,0,2003,7.0,4.7,7.0,ITALY,130.0,"43.883,11.96",LIMITED (roughly corresponding to less than $1 million)
595,0,2003,10.0,5.8,6.0,PHILIPPINES,170.0,"12.171,123.921",LIMITED (roughly corresponding to less than $1 million)
596,0,2004,29.0,6.1,,PANAMA,100.0,"8.358,-82.877",LIMITED (roughly corresponding to less than $1 million)
598,0,2004,36.0,5.0,,IRAN,140.0,"33.297,47.977",LIMITED (roughly corresponding to less than $1 million)
599,0,2004,5.0,5.4,,TURKEY,140.0,"37.042,28.206",LIMITED (roughly corresponding to less than $1 million)
601,0,2005,10.0,6.6,,JAPAN,30.0,"33.807,130.131",MODERATE (~$1 to $5 million)
602,0,2005,16.0,7.2,,INDIA,60.0,"7.92,92.19",LIMITED (roughly corresponding to less than $1 million)
603,0,2005,22.0,6.8,,CONGO,10.0,"-6.224,29.83",LIMITED (roughly corresponding to less than $1 million)
605,0,2007,19.0,6.4,8.0,INDONESIA,60.0,"-0.493,100.498",SEVERE (~>$5 to $24 million)
606,0,2007,5.0,4.2,,USA,150.0,"37.804,-122.193",LIMITED (roughly corresponding to less than $1 million)
607,0,2007,35.0,4.8,,INDONESIA,60.0,"-7.783,114.338",LIMITED (roughly corresponding to less than $1 million)
608,1,2009,17.0,7.6,,INDONESIA,170.0,"-0.414,132.885",SEVERE (~>$5 to $24 million)
609,0,2009,10.0,4.6,,SAUDI ARABIA,140.0,"25.212,37.597",LIMITED (roughly corresponding to less than $1 million)
610,1,2010,25.0,7.0,,JAPAN,30.0,"25.93,128.425",LIMITED (roughly corresponding to less than $1 million)
611,0,2010,24.0,5.4,,IRAN,140.0,"35.217,59.308",SEVERE (~>$5 to $24 million)
612,0,2010,27.0,5.8,,IRAN,140.0,"29.647,51.665",LIMITED (roughly corresponding to less than $1 million)
613,0,2010,5.0,3.7,,USA,150.0,"35.827,-96.772",LIMITED (roughly corresponding to less than $1 million)
614,0,2012,18.0,5.8,,PHILIPPINES,170.0,"10.037,125.633",LIMITED (roughly corresponding to less than $1 million)
615,1,2012,20.0,7.4,8.0,MEXICO,150.0,"16.493,-98.231",SEVERE (~>$5 to $24 million)
616,1,2013,24.0,7.9,8.0,SOLOMON ISLANDS,170.0,"-10.799,165.114",LIMITED (roughly corresponding to less than $1 million)
618,0,2014,7.0,4.9,,ALGERIA,15.0,"36.492,3.025",LIMITED (roughly corresponding to less than $1 million)
619,1,2015,55.0,7.5,,PAPUA NEW GUINEA,170.0,"-5.462,151.875",LIMITED (roughly corresponding to less than $1 million)
622,0,2015,206.0,6.3,5.0,AFGHANISTAN,40.0,"36.494,71.126",LIMITED (roughly corresponding to less than $1 million)
623,0,2016,212.0,6.6,5.0,AFGHANISTAN,40.0,"36.473,71.131",LIMITED (roughly corresponding to less than $1 million)
624,0,2016,50.0,6.6,5.0,INDONESIA,60.0,"-2.097,100.665",MODERATE (~$1 to $5 million)
625,0,2016,8.0,5.5,4.0,NICARAGUA,100.0,"12.442,-86.515",MODERATE (~$1 to $5 million)
626,0,2016,5.0,4.2,,POLAND,120.0,"51.613,16.157",LIMITED (roughly corresponding to less than $1 million)
627,0,2017,32.0,5.7,,INDIA,60.0,"24.015,92.018",LIMITED (roughly corresponding to less than $1 million)
629,1,2017,46.0,8.2,9.0,MEXICO,150.0,"14.761,-94.103",EXTREME (~$25 million or more)
631,1,2018,5.0,6.9,,USA,150.0,"19.37,-155.032",LIMITED (roughly corresponding to less than $1 million)
632,0,2019,10.0,7.3,,INDONESIA,170.0,"-0.529,128.093",MODERATE (~$1 to $5 million)
633,0,-2150,,7.3,,JORDAN,140.0,"31.1,35.5",SEVERE (~>$5 to $24 million)
638,1,-426,,7.1,10.0,GREECE,130.0,"38.9,22.7",SEVERE (~>$5 to $24 million)
641,0,177,,,7.0,TURKEY,140.0,"38.6,26.65",MODERATE (~$1 to $5 million)
643,0,340,,,9.0,TURKEY,140.0,"36.1,36.1",SEVERE (~>$5 to $24 million)
645,1,684,,8.4,,JAPAN,30.0,"32.5,134.0",SEVERE (~>$5 to $24 million)
647,0,860,,,8.0,IRAQ,140.0,"33.0,44.5",MODERATE (~$1 to $5 million)
648,1,887,,8.6,,JAPAN,30.0,"33.0,135.3",SEVERE (~>$5 to $24 million)
650,1,1039,,6.8,,TURKEY,140.0,"38.4,27.3",MODERATE (~$1 to $5 million)
652,0,1339,,,8.0,LEBANON,140.0,"34.3,35.5",MODERATE (~$1 to $5 million)
653,0,1349,,,10.0,ITALY,130.0,"42.3,13.5",SEVERE (~>$5 to $24 million)
656,0,1418,,,10.0,CROATIA,130.0,"43.9,15.6",SEVERE (~>$5 to $24 million)
658,0,1485,,6.5,8.0,IRAN,140.0,"36.9,49.9",SEVERE (~>$5 to $24 million)
659,0,1488,,5.5,7.0,CHINA,30.0,"31.7,103.9",LIMITED (roughly corresponding to less than $1 million)
660,1,1498,,7.5,,JAPAN,30.0,"33.5,135.2",LIMITED (roughly corresponding to less than $1 million)
661,0,1505,,,10.0,SLOVENIA,130.0,"45.9,14.2",SEVERE (~>$5 to $24 million)
662,1,1531,,4.8,6.0,CHINA,30.0,"30.7,117.5",LIMITED (roughly corresponding to less than $1 million)
666,0,1586,,5.5,7.0,CHINA,30.0,"25.3,100.3",LIMITED (roughly corresponding to less than $1 million)
667,1,1616,,7.0,,JAPAN,30.0,"38.1,142.0",MODERATE (~$1 to $5 million)
668,1,1619,,6.4,,JAPAN,30.0,"32.5,130.6",LIMITED (roughly corresponding to less than $1 million)
669,0,1621,,5.5,7.0,CHINA,30.0,"39.5,116.7",LIMITED (roughly corresponding to less than $1 million)
671,0,1634,,5.5,7.0,CHINA,30.0,"35.1,107.6",LIMITED (roughly corresponding to less than $1 million)
672,0,1636,,,9.0,PHILIPPINES,170.0,"7.6,123.7",MODERATE (~$1 to $5 million)
673,1,1640,,6.5,,JAPAN,30.0,"42.07,140.68",LIMITED (roughly corresponding to less than $1 million)
674,1,1646,,5.2,7.0,ITALY,130.0,"43.55,10.317",MODERATE (~$1 to $5 million)
677,0,1673,,6.6,8.0,IRAN,140.0,"36.3,59.3",SEVERE (~>$5 to $24 million)
678,1,1677,,8.1,,JAPAN,30.0,"40.0,144.0",LIMITED (roughly corresponding to less than $1 million)
679,0,1682,,,9.0,FRANCE,120.0,"48.0,6.5",MODERATE (~$1 to $5 million)
683,0,1702,,,10.0,ITALY,130.0,"41.1,14.5",MODERATE (~$1 to $5 million)
684,0,1709,,7.5,10.0,CHINA,30.0,"37.4,105.3",EXTREME (~$25 million or more)
687,1,1716,,,7.0,PHILIPPINES,170.0,"14.002,120.993",SEVERE (~>$5 to $24 million)
689,0,1720,,,8.0,SWITZERLAND,120.0,"47.4,9.5",SEVERE (~>$5 to $24 million)
690,1,1722,,,10.0,PORTUGAL,130.0,"37.2,-7.6",MODERATE (~$1 to $5 million)
693,1,1751,,8.5,11.0,CHILE,160.0,"-36.83,-71.63",SEVERE (~>$5 to $24 million)
694,0,1754,,,10.0,PHILIPPINES,170.0,"14.002,120.993",EXTREME (~$25 million or more)
695,0,1755,,7.0,9.0,ECUADOR,160.0,"-0.2,-78.5",SEVERE (~>$5 to $24 million)
697,1,1766,,6.9,,JAPAN,30.0,"40.9,140.7",SEVERE (~>$5 to $24 million)
702,0,1796,,,9.0,SYRIA,140.0,"35.2,35.8",SEVERE (~>$5 to $24 million)
704,0,1811,,6.5,8.0,CHINA,30.0,"31.7,100.3",MODERATE (~$1 to $5 million)
705,1,1812,33.0,7.7,10.0,VENEZUELA,160.0,"10.6,-66.9",SEVERE (~>$5 to $24 million)
708,0,1815,,6.5,8.0,TAIWAN,30.0,"25.2,121.2",SEVERE (~>$5 to $24 million)
709,0,1834,5.0,7.0,11.0,COLOMBIA,160.0,"1.2,-77.0",SEVERE (~>$5 to $24 million)
710,0,1834,,,9.0,INDONESIA,60.0,"-6.7,107.0",SEVERE (~>$5 to $24 million)
711,0,1840,,6.7,9.0,TURKEY,140.0,"39.7,44.4",EXTREME (~$25 million or more)
715,0,1848,,6.8,9.0,TAIWAN,30.0,"24.1,120.5",EXTREME (~$25 million or more)
716,0,1851,,,10.0,ALBANIA,130.0,"40.5,19.7",SEVERE (~>$5 to $24 million)
718,1,1855,,7.0,,JAPAN,30.0,"35.65,139.8",EXTREME (~$25 million or more)
720,0,1857,,6.7,9.0,TURKEY,140.0,"38.4,42.1",SEVERE (~>$5 to $24 million)
721,0,1861,,6.0,8.0,CHINA,30.0,"39.1,121.7",MODERATE (~$1 to $5 million)
723,0,1863,,6.7,9.0,TURKEY,140.0,"40.5,29.1",LIMITED (roughly corresponding to less than $1 million)
726,0,1871,,5.9,7.0,USA,150.0,"40.4,-124.2",LIMITED (roughly corresponding to less than $1 million)
727,0,1872,7.0,5.7,10.0,AZERBAIJAN,40.0,"40.6,48.7",SEVERE (~>$5 to $24 million)
728,0,1872,,,8.0,PHILIPPINES,170.0,"13.8,121.0",MODERATE (~$1 to $5 million)
730,1,1881,,7.9,,INDIA,60.0,"8.52,92.43",SEVERE (~>$5 to $24 million)
731,0,1884,,5.3,7.0,TAIWAN,30.0,"23.5,120.4",MODERATE (~$1 to $5 million)
732,0,1885,,,9.0,PHILIPPINES,170.0,"8.3,123.6",MODERATE (~$1 to $5 million)
733,0,1892,,,9.0,USA,150.0,"38.5,-122.5",LIMITED (roughly corresponding to less than $1 million)
736,0,1896,,5.8,7.0,CHINA,30.0,"29.2,104.9",MODERATE (~$1 to $5 million)
739,1,1901,,7.0,,NICARAGUA,100.0,"11.0,-86.5",LIMITED (roughly corresponding to less than $1 million)
741,0,1902,33.0,8.1,9.0,USA TERRITORY,170.0,"18.0,146.0",SEVERE (~>$5 to $24 million)
742,0,1904,40.0,7.6,10.0,JAPAN,30.0,"42.5,145.8",LIMITED (roughly corresponding to less than $1 million)
745,0,1905,,5.0,6.0,CHINA,30.0,"29.3,104.8",LIMITED (roughly corresponding to less than $1 million)
746,1,1905,15.0,7.2,10.0,GREECE,130.0,"40.092,24.627",MODERATE (~$1 to $5 million)
748,1,1906,20.0,7.9,11.0,USA,150.0,"37.67,-122.48",EXTREME (~$25 million or more)
750,0,1907,,,8.0,INDONESIA,170.0,"-2.0,121.0",MODERATE (~$1 to $5 million)
752,1,1909,100.0,8.0,8.0,USA TERRITORY,170.0,"12.5,145.0",MODERATE (~$1 to $5 million)
755,1,1922,15.0,6.9,,PAPUA NEW GUINEA,170.0,"-7.111,143.53",LIMITED (roughly corresponding to less than $1 million)
757,0,1924,,5.3,9.0,TURKEY,140.0,"39.7,42.8",MODERATE (~$1 to $5 million)
759,1,1925,22.0,7.3,9.0,PHILIPPINES,170.0,"13.0,125.0",MODERATE (~$1 to $5 million)
761,0,1926,100.0,7.9,11.0,GREECE,130.0,"36.5,27.5",SEVERE (~>$5 to $24 million)
762,0,1926,,5.5,7.0,CHINA,30.0,"25.6,100.3",LIMITED (roughly corresponding to less than $1 million)
763,0,1927,,6.8,,TAIWAN,30.0,"23.0,120.5",MODERATE (~$1 to $5 million)
765,0,1927,,5.5,7.0,CHINA,30.0,"25.2,102.5",MODERATE (~$1 to $5 million)
767,1,1928,33.0,7.0,8.0,PHILIPPINES,170.0,"12.4,120.9",MODERATE (~$1 to $5 million)
769,1,1936,60.0,7.3,,CHILE,160.0,"-24.5,-70.0",MODERATE (~$1 to $5 million)
770,0,1936,,5.5,7.0,CHINA,30.0,"26.6,103.0",MODERATE (~$1 to $5 million)
771,1,1936,,7.3,10.0,RUSSIA,50.0,"55.2,164.0",LIMITED (roughly corresponding to less than $1 million)
772,0,1937,240.0,7.2,7.0,AFGHANISTAN,40.0,"36.5,70.5",SEVERE (~>$5 to $24 million)
773,0,1939,,6.5,9.0,TURKEY,140.0,"39.1,26.8",MODERATE (~$1 to $5 million)
774,0,1941,,6.3,,IRAN,140.0,"33.5,58.6",SEVERE (~>$5 to $24 million)
776,0,1942,,7.3,10.0,TURKEY,140.0,"40.9,36.5",EXTREME (~$25 million or more)
777,0,1944,,7.2,,CHINA,40.0,"44.0,84.0",LIMITED (roughly corresponding to less than $1 million)
778,0,1945,,,7.0,TURKEY,140.0,"38.5,43.3",SEVERE (~>$5 to $24 million)
779,0,1946,12.0,7.3,11.0,PERU,160.0,"-8.5,-77.5",SEVERE (~>$5 to $24 million)
780,0,1946,,6.8,9.0,TAIWAN,30.0,"23.1,120.3",MODERATE (~$1 to $5 million)
782,0,1948,18.0,7.3,10.0,TURKMENISTAN,40.0,"37.95,58.32",EXTREME (~$25 million or more)
784,1,1950,60.0,7.7,,COSTA RICA,100.0,"11.0,-85.0",LIMITED (roughly corresponding to less than $1 million)
785,0,1952,,5.5,8.0,CHINA,30.0,"39.0,112.7",SEVERE (~>$5 to $24 million)
787,0,1953,,5.7,,HAITI,90.0,"18.4,-73.4",MODERATE (~$1 to $5 million)
789,0,1955,,6.8,9.0,TURKEY,140.0,"37.5,27.0",SEVERE (~>$5 to $24 million)
792,0,1957,,7.1,9.0,TURKEY,140.0,"40.7,30.9",SEVERE (~>$5 to $24 million)
794,0,1962,33.0,,7.0,IRAN,140.0,"33.6,59.0",MODERATE (~$1 to $5 million)
795,1,1962,33.0,7.2,,MEXICO,150.0,"17.2,-99.5",MODERATE (~$1 to $5 million)
797,0,1963,100.0,8.3,,INDONESIA,170.0,"-6.86,129.58",LIMITED (roughly corresponding to less than $1 million)
798,0,1964,90.0,5.2,,INDONESIA,170.0,"-3.7,119.4",MODERATE (~$1 to $5 million)
800,1,1966,48.0,8.0,,TAIWAN,30.0,"24.1,122.6",MODERATE (~$1 to $5 million)
801,0,1966,36.0,7.0,,UGANDA,10.0,"0.6,30.2",MODERATE (~$1 to $5 million)
802,1,1966,38.0,8.1,9.0,PERU,160.0,"-10.748,-78.638",EXTREME (~$25 million or more)
803,0,1968,33.0,7.0,,PERU,160.0,"-5.6,-77.2",LIMITED (roughly corresponding to less than $1 million)
806,0,1972,50.0,7.2,6.0,PHILIPPINES,170.0,"13.4,120.3",MODERATE (~$1 to $5 million)
807,0,1973,33.0,7.6,10.0,CHINA,30.0,"31.4,100.58",MODERATE (~$1 to $5 million)
808,0,1973,5.0,5.1,8.0,AZORES (PORTUGAL),130.0,"38.46,-28.31",MODERATE (~$1 to $5 million)
809,0,1976,16.0,5.5,7.0,ITALY,130.0,"46.28,13.157",MODERATE (~$1 to $5 million)
810,1,1977,33.0,6.8,6.0,SOLOMON ISLANDS,170.0,"-9.828,160.323",SEVERE (~>$5 to $24 million)
814,0,1981,33.0,4.0,,PAKISTAN,60.0,"29.856,66.962",MODERATE (~$1 to $5 million)
815,0,1981,10.0,7.5,,GREECE,130.0,"39.243,25.227",LIMITED (roughly corresponding to less than $1 million)
817,1,1983,10.0,6.9,,JAPAN,30.0,"41.346,139.099",LIMITED (roughly corresponding to less than $1 million)
819,0,1985,10.0,6.3,,INDONESIA,170.0,"-4.13,136.049",MODERATE (~$1 to $5 million)
820,0,1986,10.0,5.9,,TURKEY,140.0,"37.993,37.806",MODERATE (~$1 to $5 million)
823,0,1990,33.0,6.2,,CHINA,40.0,"39.436,74.9",MODERATE (~$1 to $5 million)
824,0,1990,10.0,5.4,7.0,ITALY,130.0,"40.775,15.766",MODERATE (~$1 to $5 million)
827,0,1996,10.0,6.0,8.0,CROATIA,130.0,"42.803,17.936",SEVERE (~>$5 to $24 million)
828,1,1996,22.0,6.7,,JAPAN,30.0,"31.885,131.468",LIMITED (roughly corresponding to less than $1 million)
829,0,1998,33.0,6.6,,AFGHANISTAN,40.0,"37.106,70.11",SEVERE (~>$5 to $24 million)
830,0,1998,13.0,5.7,5.0,TAIWAN,30.0,"23.407,120.736",LIMITED (roughly corresponding to less than $1 million)
831,0,1999,33.0,6.2,,IRAN,140.0,"29.501,51.88",MODERATE (~$1 to $5 million)
